GSE91061,GSE61992,GSE91061|GSE61992
MTNAP1,,
PLEKHA5,,
INPP4B,,
SIRT2,,
LIN7B,,
SMIM7,,
AP5B1,,
ZNF703,,
PIP4K2C,,
AUP1,,
KLHL26,,
ECHDC1,,
GPS1,,
WASF2,,
RAB5C,,
PSMB1,,
NUDT6,,
METTL25,,
DZIP3,,
TAF9B,,
AMMECR1L,,
PPP4C,,
TNFRSF11B,,
SLAIN2,,
ZNF526,,
HDAC8,,
BCL11A,,
RBM12,,
ANKRA2,,
WDR26,,
LAMA1,,
SGPP1,,
BET1,,
CEP41,,
ZNF787,,
FBRS,,
GPR15,,
CHD8,,
SNX25,,
CFAP410,,
HNRNPM,,
PRC1,,
ACTR1A,,
HNRNPUL1,,
PLRG1,,
GPATCH11,,
GAS2L3,,
MAP2K1,,
NUDT14,,
TYK2,,
DALRD3,,
TMEM126A,,
CYTOR,,
PSMC3,,
FAM86JP,,
POLR2I,,
DNAJC11,,
NAA25,,
RAN,,
GCFC2,,
NUP62,,
AP2S1,,
YIPF6,,
LOXL1-AS1,,
RPS6KB1,,
EPS15,,
ZNF14,,
GPATCH3,,
INTS11,,
NR2F6,,
ATP5F1A,,
FAM86HP,,
POLR3GL,,
MPND,,
TTC7B,,
DPH5,,
TTL,,
CIAO1,,
ATP5IF1,,
CNOT7,,
SART3,,
SLC31A1,,
SLC16A6,,
FMR1,,
MKRN9P,,
PBK,,
DYRK1B,,
LCA5,,
DUSP11,,
FDX2,,
PPP1R7,,
LOC100506639,,
SPCS3,,
SNRPD2,,
CEPT1,,
PUS7L,,
ZNF639,,
ZNF430,,
ATAD3A,,
PARL,,
ENTREP3,,
CCDC59,,
WDR18,,
MRPL34,,
EFCAB7,,
FASTKD2,,
FDXR,,
FAM135B,,
GTF2H5,,
NMRAL1,,
ZNF383,,
BORCS8,,
FPGT,,
ACP2,,
CGRRF1,,
DDX1,,
CHUK,,
GTF3C3,,
ZNF414,,
ZNF444,,
UBE2Q2P1,,
STT3B,,
NOL11,,
TFAM,,
HBS1L,,
PPP3CC,,
MANBA,,
NUTM2A-AS1,,
CLN3,,
TMEM141,,
SLIRP,,
ACBD5,,
IFI27,,
POP7,,
ETAA1,,
PIGP,,
ZNF227,,
C5orf34,,
ARL3,,
ARFGAP2,,
COA5,,
RNFT1,,
ARHGAP19,,
SYNCRIP,,
DNAJC7,,
RSRC2,,
WDR53,,
AP2B1,,
SIRT6,,
TMEM254,,
METAP2,,
PRKAG2,,
CFAP263,,
SLC25A29,,
PPCDC,,
KBTBD4,,
WDR13,,
ZNF24,,
LRRC8D,,
OSBPL9,,
ZNF407-AS1,,
PSME3,,
PYGL,,
DOCK9,,
LAPTM4A,,
TTK,,
SRSF10,,
LRSAM1,,
PPP4R3B,,
FAAP20,,
RAB10,,
CBX4,,
ACLY,,
GPR18,,
VPS37A,,
RBM25,,
NDUFA3,,
SNORA3B,,
PIN1,,
GPHN,,
CPTP,,
CRBN,,
FLVCR1,,
RPA2,,
TPD52,,
WDR48,,
PPP2R1A,,
CASP8AP2,,
CIRBP,,
DIS3L2,,
SET,,
INTS3,,
CFAP298,,
SNORA55,,
PHLDB3,,
UQCRFS1,,
RCOR1,,
MIEN1,,
DTD2,,
MRPS33,,
FEM1A,,
AKT2,,
CCDC85C,,
BAG4,,
OCEL1,,
C1orf52,,
HELLS,,
GTF2A1,,
BBOF1,,
PDZD11,,
ADD3,,
TUFM,,
PCGF1,,
GMPPB,,
ZNF350,,
ELOF1,,
PSMB5,,
CHTF8,,
SELENOF,,
ZNF571,,
RNF170,,
SLC35B1,,
CNPPD1,,
ZNF283,,
CTNNB1,,
ELOVL1,,
CTBP2,,
TASOR,,
TMCO4,,
DDX24,,
TMEM41B,,
NRBP1,,
CEP20,,
RMND1,,
BAP1,,
ORC4,,
STXBP3,,
STOML1,,
METAP1,,
CKS2,,
ANAPC5,,
POT1,,
LONRF1,,
DCTN5,,
INTS2,,
SEMA4C,,
SAV1,,
SUV39H2,,
MICOS13,,
METTL17,,
SP2,,
PALS1,,
CLCN3,,
RRAGC,,
ZNF687,,
PGRMC2,,
EVI5L,,
PTPN13,,
SFRP5,,
RNF139,,
FBXW4,,
SENP5,,
MRPL16,,
CRTC1,,
CIAO3,,
EZR,,
PTPN2,,
MON1A,,
ZNF174,,
FBF1,,
CYP2R1,,
MAGOH,,
RASGRF1,,
GJC1,,
GATAD2A,,
DDX42,,
UBIAD1,,
ZNF468,,
YIF1B,,
FNBP1L,,
ANO1,,
DAPP1,,
PNOC,,
SNORD45B,,
DDX20,,
NSF,,
TULP3,,
ARL8A,,
TRMT61A,,
MTF2,,
ATP5PB,,
PRKAR2A,,
TNKS2,,
ZNF761,,
MEAF6,,
THSD1,,
MLST8,,
USP33,,
KIAA0319L,,
ZRANB1,,
TTYH2,,
TMEM144,,
ARPC1A,,
IQGAP1,,
SLC35F5,,
ARHGAP5-AS1,,
RAB15,,
SIN3B,,
CERS6,,
HIPK2,,
YY2,,
SOAT1,,
C1orf50,,
MIR4784,,
GIGYF1,,
NOL10,,
SNORD2,,
TSSC4,,
FDPS,,
PSMA1,,
PQBP1,,
PTOV1-AS1,,
RIC8B,,
RALY,,
DRAXIN,,
ANKRD16,,
FGF1,,
SDHAF3,,
DYNLL1,,
IFI35,,
DLG5,,
BUB3,,
PSMD6,,
PMS2P1,,
CYTH2,,
TEFM,,
NUDCD2,,
KYAT3,,
ADCK1,,
KANSL3,,
RAB35,,
OGFOD2,,
TIMM13,,
SELENOI,,
SRRD,,
MAP3K13,,
MBTD1,,
PGAP6,,
PIP4P1,,
MUTYH,,
SMIM30,,
ZNF256,,
GET1,,
GINS1,,
DDX51,,
ZNF714,,
PCYT2,,
ZNF675,,
NDC1,,
PEX13,,
KIF5B,,
UBP1,,
SPCS1,,
SUCLG2,,
MDH1,,
MAP2K6,,
XPO1,,
NAA50,,
C19orf47,,
C8orf58,,
VPS35L,,
PGAM5,,
CHAC2,,
C8orf88,,
RGS12,,
ACSF2,,
KIF18B,,
ZNF260,,
BIRC5,,
ANKRD28,,
SAE1,,
POMT1,,
RRM2,,
NEDD4L,,
SFPQ,,
SLC25A16,,
TBC1D10B,,
ZNF830,,
CDPF1,,
GNA11,,
AGPAT3,,
CYP24A1,,
NHS,,
FAM184A,,
YIPF1,,
FCRL5,,
NT5DC1,,
TIMM44,,
SNX8,,
KDSR,,
EIF3I,,
KHNYN,,
THUMPD2,,
ESCO2,,
ADPRM,,
PHKG2,,
LINC00312,,
FAXC,,
LMBRD1,,
CGGBP1,,
MAP1S,,
MED8,,
DMAP1,,
YTHDF3-DT,,
NDUFS7,,
MBD3,,
HHAT,,
AFG2A,,
ARHGAP35,,
UBE2O,,
BET1L,,
ZNF552,,
ARMH3,,
ZNF367,,
THUMPD1,,
USP45,,
ABHD10,,
ZNF211,,
GSKIP,,
TMEM165,,
MRPL30,,
NME7,,
DAPK3,,
DNAJC19,,
NPRL3,,
NUP35,,
FMN1,,
MCM3AP,,
YWHAE,,
ANKRD7,,
SMCO2,,
HMGCS1,,
NCKAP5L,,
CD164,,
IBA57,,
UBE3B,,
CCL28,,
SYF2,,
NCKAP1,,
CEP68,,
TMEM135,,
FYCO1,,
FBXO48,,
COMMD8,,
GTF3C5,,
ALS2,,
NPHS1,,
DHRS7,,
ERC1,,
ACBD6,,
PRTG,,
UMPS,,
CDC40,,
MLLT10,,
PAICS,,
ZBTB33,,
FAM177A1,,
TMEM242,,
SASS6,,
SMPD4,,
METTL15,,
TMEM209,,
SVIP,,
ZBTB17,,
IMPACT,,
PKN3,,
ZNF561,,
GALK1,,
SNAPIN,,
ADPGK,,
KRBOX5,,
VDAC2,,
DCUN1D4,,
NOSIP,,
DDX23,,
NUDC,,
EIF2B1,,
AGO4,,
MMP24OS,,
PIP5K1C,,
RPF1,,
ELL3,,
BTRC,,
SERINC1,,
DOCK2,,
IKZF3,,
BAIAP2,,
VCF1,,
SYDE2,,
BTBD1,,
LRP10,,
TNRC6A,,
NDUFB10,,
NUDT1,,
TBCB,,
PEPD,,
PLXNC1,,
INPP5D,,
ZDHHC12,,
LINC00526,,
ZBED5,,
ADIPOR2,,
SSR4P1,,
HNRNPR,,
PLGRKT,,
ELP5,,
SNX27,,
GPN2,,
ZNF615,,
RARS1,,
SERBP1,,
HSD17B7,,
NR2C2AP,,
UQCC6,,
PITRM1,,
YWHAB,,
SLC25A3,,
RNU5E-1,,
C3orf18,,
DYNLRB1,,
MORN4,,
ATP6V0A4,,
LTV1,,
CAPN7,,
DNAJC27,,
PPOX,,
KEL,,
TRAPPC8,,
SGO1,,
SRRT,,
ENSA,,
TP53TG3D,,
PNRC2,,
PTPN11,,
RUVBL1,,
MSTO1,,
KIAA1143,,
CAMK1G,,
CCNC,,
MYPOP,,
SEPTIN10,,
CZIB,,
LSM1,,
WAKMAR2,,
EML2,,
PEX11A,,
OTUD4,,
PPP4R1,,
WDR83,,
STK11,,
TMEM126B,,
CCDC12,,
RNASEH2A,,
AKAP3,,
PCBP2,,
UBE2I,,
PIK3C3,,
EXOG,,
ZNF574,,
FLII,,
KPNA2,,
PNMA8A,,
ALYREF,,
EIF2B3,,
SESN1,,
SUV39H1,,
GTPBP4,,
MYO5C,,
RAD51C,,
GPR171,,
TMEM138,,
POLE,,
VCPKMT,,
SH3KBP1,,
PCMT1,,
LBHD1,,
CNN3,,
RAB9A,,
TAF15,,
RPAP1,,
ABCD4,,
MAT2A,,
ITGB3BP,,
UBE3C,,
ABHD18,,
RTL8C,,
C10orf90,,
CEP78,,
RNASEH1,,
DCAF15,,
PKMYT1,,
ZNF282,,
LIG1,,
TSPYL4,,
SRI,,
ZNF416,,
EBP,,
KANSL2,,
SEC22A,,
TCTN2,,
ZNF71,,
SERPINB9P1,,
TBC1D14,,
RPL4,,
SRSF3,,
HIKESHI,,
DHX57,,
ASCC1,,
GSK3B,,
RUNDC1,,
MIR3911,,
CLASP2,,
EOLA2,,
MOV10,,
PLEKHA1,,
ZNF551,,
FAF1,,
WHAMM,,
ZSCAN32,,
NSRP1,,
KXD1,,
ANKRD6,,
HOMEZ,,
MT1L,,
SUPT4H1,,
ZNF598,,
PEX19,,
WDR31,,
DCP1A,,
SLC11A2,,
ANAPC16,,
PRIM1,,
TADA2A,,
SMC3,,
PRCC,,
CYB5B,,
PUDP,,
CAPZA2,,
JOSD2,,
FRG1,,
TBC1D15,,
ABI1,,
CENPU,,
NOC2L,,
PRKAG1,,
LAGE3,,
RFXANK,,
CYREN,,
QTRT1,,
NEPRO,,
CLOCK,,
CASP3,,
VAMP1,,
GNPAT,,
TM4SF19-DYNLT2B,,
GNAL,,
CDK11B,,
MINPP1,,
KRI1,,
SF3B5,,
BCCIP,,
RNF25,,
KLF6,,
TYR,,
ERMARD,,
IDI1,,
HDAC11,,
YLPM1,,
PACSIN3,,
RLIM,,
TUG1,,
MRPL35,,
PFKL,,
EID2B,,
RAB7A,,
SERPINA9,,
INPP5A,,
COPB2,,
LRRC37B,,
BCAS2,,
MZF1,,
UBE2L6,,
ZNF417,,
ATXN7L3B,,
ARID4A,,
LINC00668,,
PSENEN,,
BTBD7,,
PRMT2,,
BLOC1S3,,
SBF1,,
RAB17,,
UBE2Q1,,
MAPK3,,
HMBOX1,,
TARDBP,,
PPAT,,
TK1,,
RAD54L,,
MTX1,,
RFC2,,
DOCK8,,
RABGGTA,,
SRRM1,,
DOLK,,
TMEM223,,
BRI3BP,,
JMJD4,,
CTDNEP1,,
ABCB8,,
MANEA,,
BPTF,,
GLB1L3,,
GIPC1,,
HNRNPC,,
NONO,,
POLR2J,,
LRP2BP,,
ATF6,,
TOR3A,,
ANKRD17,,
ZCCHC9,,
ZC3HC1,,
ARL6IP1,,
DSN1,,
AEBP2,,
MICOS10,,
RCOR3,,
SMAD4,,
TMEM160,,
PPP1R26,,
ZNF585A,,
ZBTB49,,
ZNF557,,
ANKRD26,,
TMEM25,,
IKZF1,,
PDE4A,,
MELTF-AS1,,
REN,,
TYSND1,,
DPP7,,
SSB,,
EXOSC2,,
CRADD,,
TMEM33,,
BTBD2,,
LDB3,,
NAT9,,
AKT1,,
POLRMT,,
TMEM98,,
TMEM219,,
TRAF3IP3,,
UBE2S,,
COG1,,
FBXL15,,
SFT2D1,,
PSMC2,,
RTL8A,,
USP54,,
NUDT19,,
CEP63,,
CRIPT,,
STX10,,
TBC1D19,,
ADGRG2,,
CLEC16A,,
DNAJA3,,
PCNA,,
MAPK8,,
CD37,,
CHST10,,
NFU1,,
TGFBRAP1,,
PTPN23,,
PITPNC1,,
RDH13,,
WFDC11,,
NLE1,,
UCHL5,,
SMYD5,,
GPKOW,,
DVL2,,
PMS2,,
ATP6V1G1,,
ATXN7L1,,
DCAF6,,
GATD1-DT,,
SLC49A4,,
GAR1,,
HPS1,,
ZNF264,,
TMA7,,
CDC123,,
ZNF644,,
SNORA28,,
MMGT1,,
STIM1,,
POLR3E,,
SBF2-AS1,,
TSPAN17,,
CENPC,,
HDGFL2,,
TCEAL3,,
SOX10,,
ZFR,,
MBP,,
RPF2,,
EPN1,,
WDR25,,
CNTN5,,
RO60,,
GPR143,,
FAM3A,,
FAM161B,,
ANXA7,,
AIFM2,,
OSBPL1A,,
TRMT1,,
MAP3K11,,
SLC35A3,,
ZNF100,,
ARNT2,,
IFI27L1,,
PGP,,
SPSB1,,
LGALS3BP,,
ORC2,,
ZNF525,,
UQCC5,,
VAMP4,,
EXOSC5,,
DZIP1L,,
RUSC1,,
TNFRSF14,,
CALM1,,
SF3A3,,
ETV4,,
MAU2,,
MPHOSPH9,,
ZNF271P,,
TMEM97,,
ELAVL1,,
NAA11,,
TRIP12,,
ZNF766,,
RAB13,,
TRMO,,
GNAQ,,
DONSON,,
LINC00470,,
DDX49,,
NCAPG,,
C4orf46,,
PAK4,,
RRM1,,
MTFR2,,
EED,,
PWP2,,
PSMC3IP,,
SCD,,
ZNF827,,
GTF3C1,,
UROS,,
GTF2H1,,
MGRN1,,
DPH1,,
TOE1,,
AATF,,
KIAA0930,,
FBRSL1,,
EIF1AX,,
GLOD4,,
WDR73,,
RNF11,,
LIPT1,,
APPL1,,
WDR43,,
LINC01881,,
TMEM101,,
TOP2B,,
PSMG1,,
UBE2K,,
ANGEL2,,
MMS22L,,
CEP57,,
RAD18,,
SWSAP1,,
WDR7,,
SFXN3,,
SAFB,,
TP53BP2,,
FTSJ1,,
RIMKLB,,
DCAF8,,
NSUN4,,
ADGRG5,,
ODF2L,,
BDH2,,
SCAND1,,
NADK,,
CEP112,,
NCAPH2,,
DCAF7,,
MTRFR,,
RAP2B,,
TMEM201,,
GDI2,,
TSEN54,,
METTL5,,
CCDC28A,,
C1D,,
C10orf95-AS1,,
MCM6,,
TGIF1,,
IFIT5,,
ATG4A,,
DFFA,,
RAB40C,,
ZNF845,,
APPAT,,
RAVER1,,
RTN4RL2,,
FBXO34,,
LOC646903,,
ARMCX6,,
ATG2B,,
ICMT,,
RTKN,,
AIRIM,,
C16orf95,,
COX10,,
MAPK10,,
GXYLT1,,
ABCA5,,
LOC100289361,,
PCP2,,
STAM2,,
TBC1D23,,
OXR1,,
C19orf48P,,
PGM3,,
ASB6,,
TMED3,,
TSTD3,,
FANCI,,
ALX1,,
ATP6V0A1,,
ZNF263,,
ZNF550,,
COX6A1,,
ARMC6,,
DDX28,,
EYA3,,
UBE2A,,
SNAPC4,,
GRIPAP1,,
CHIC1,,
PEX1,,
LINC03019,,
YWHAZ,,
BANK1,,
PAF1,,
SGTA,,
PEX12,,
RPS6KA4,,
INO80E,,
WAC,,
KATNA1,,
MUL1,,
HPS4,,
TNFRSF14-AS1,,
BCAS3,,
PIGC,,
BOLA1,,
ZNF146,,
TBC1D24,,
OGA,,
GTDC1,,
FHIP1B,,
MCOLN1,,
SUCLG1,,
ALKBH4,,
SYT14,,
ZNF593,,
PARPBP,,
FKTN,,
NOC4L,,
SPATC1L,,
MSL2,,
SMPD2,,
PRPF38B,,
NSL1,,
TBP,,
ZSCAN25,,
NDUFA11,,
STARD4,,
TRABD,,
RMI2,,
MIEF2,,
LINC00681,,
NOX4,,
SLC25A22,,
SPINT1,,
NFATC2IP,,
RBM8A,,
HSPA8,,
CHN2,,
CFAP97,,
ADAMTSL5,,
SLMAP,,
YWHAQ,,
TMEM175,,
IL16,,
CEP95,,
HNRNPK,,
PPHLN1,,
TSHZ1,,
C17orf58,,
BRWD1,,
MIR548H4,,
LSM14A,,
MLH1,,
TCEAL8,,
SCYL1,,
CBX1,,
ACYP1,,
IL10,,
FAM76A,,
ZNF234,,
ZNF491,,
BMP2K,,
LIG3,,
YES1,,
RAB2B,,
CARM1,,
SLC4A5,,
C6orf52,,
C11orf21,,
SNORD18B,,
HADHA,,
C14orf93,,
STXBP5,,
PIKFYVE,,
C1orf56,,
PRICKLE3,,
KLHL15,,
CRNKL1,,
BIN2,,
TTC3,,
LHPP,,
NCOA6,,
HMGN5,,
PKD2,,
CUL3,,
SPTSSA,,
CENPO,,
NEMP1,,
MIER1,,
RPS6KC1,,
UBE2E1,,
ZC3H15,,
NUS1,,
TMEM259,,
ATRAID,,
MACIR,,
HECTD2,,
NLRP1,,
BUB1,,
TMEM200B,,
RYK,,
BCLAF1,,
ZFAND2A,,
STUB1,,
THAP5,,
C19orf44,,
ZNF226,,
ACIN1,,
TUBA1C,,
SLC35F6,,
SHOC2,,
STK16,,
DENND10P1,,
KLHL12,,
POLR3K,,
POU3F1,,
ZNF222,,
LONP2,,
LRFN4,,
LINC00173,,
PSMD4,,
ZNF317,,
VPS18,,
ZFYVE26,,
ATOSA,,
ARL6IP4,,
CKAP2L,,
KAT5,,
DDB2,,
SORT1,,
ZBTB11,,
SLC35E1,,
ZNF175,,
BLTP2,,
TMEM120A,,
TPM3,,
USP30,,
FLVCR2,,
PRMT7,,
CREB3L4,,
FBXL19-AS1,,
PARP15,,
TIMM17A,,
KCNQ5,,
XRCC5,,
DEDD,,
LRRC40,,
FLYWCH2,,
SBNO2,,
LARP1B,,
STIL,,
CYTH3,,
SNRPA,,
EEF2KMT,,
RGL3,,
SIGLEC17P,,
TRAF7,,
SLC25A28,,
ZBTB1,,
MSMO1,,
TEDC2,,
RNF138,,
USP16,,
IMP4,,
HMOX1,,
RUNX2,,
GSG1L,,
ZNF2,,
FAM200A,,
CNBP,,
CAPN2,,
HNRNPU,,
FBXL19,,
ZNF775,,
FAM222B,,
MED13,,
IPO7,,
NKIRAS1,,
TTC5,,
TTC19,,
PEX16,,
ZNF568,,
RPL19,,
SHISA5,,
MMP13,,
REX1BD,,
CEP131,,
RHOH,,
TUBGCP2,,
COX14,,
SGPL1,,
UTP6,,
EXOSC6,,
HSH2D,,
ABCB10,,
PGBD2,,
MRPS9,,
STMN1,,
HAUS6,,
ZBTB2,,
SEMA4A,,
ARL8B,,
KCTD9,,
PTK2B,,
FAM133A,,
ZNF621,,
RHOT1,,
EBNA1BP2,,
KHDRBS2,,
ZFP30,,
NUMBL,,
SLC9A6,,
NFYC,,
COA7,,
TATDN3,,
GOSR2,,
ZCCHC8,,
MYL12B,,
INTS6,,
FASTK,,
EPHA5-AS1,,
ARIH2,,
COX6B1,,
SSX2IP,,
CALML4,,
SCRN3,,
ETFBKMT,,
TRIT1,,
CHERP,,
DNAJC24,,
MFSD5,,
C1GALT1C1L,,
SEPTIN7P14,,
MYH10,,
CPSF3,,
GNL3,,
TIMM50,,
FBXW5,,
ZNF225,,
INTS9,,
GPR137B,,
NCLN,,
MRPL12,,
HACL1,,
TIAM1,,
CEP44,,
FAAP24,,
SSRP1,,
MIR3136,,
RPS29,,
FBXO11,,
NDUFB11,,
C19orf53,,
NHLRC3,,
NCL,,
CNN3-DT,,
ZBTB21,,
ECH1,,
GTF3C6,,
TSPAN14,,
RCSD1,,
TRIM11,,
MAN1B1,,
RCHY1,,
DIP2C,,
PTRHD1,,
ZFYVE16,,
IFI6,,
TARS2,,
ATAD3B,,
CEP104,,
SAAL1,,
RAB1A,,
ATF2,,
GCAT,,
NPHP1,,
FARSA,,
EI24,,
TRIO,,
LRRC58,,
XPO7,,
TAL1,,
MTM1,,
PPIL4,,
HELZ,,
LAS1L,,
GTPBP8,,
WTIP,,
NOC3L,,
PDAP1,,
PHIP,,
PABPC4,,
UBTF,,
RNF146,,
ZBTB8OS,,
PPIL3,,
CCDC137,,
TPGS2,,
TOMM40,,
RUSF1,,
TWF1,,
SNORA75,,
ETV3,,
MAGEA12,,
TMEM51,,
NICOL1,,
PLEKHA3,,
PSMC5,,
RACGAP1,,
IBTK,,
SPEN-AS1,,
GTPBP10,,
OPA3,,
ATP5MC1,,
YJU2B,,
TRAF3IP2,,
MAP2K4,,
MRPS34,,
CHAF1A,,
TMEM120B,,
KRTCAP2,,
TOMM70,,
RRP9,,
TUT1,,
PRR14,,
TCP1,,
UBL4A,,
FGD5-AS1,,
ZNF664,,
REXO5,,
GPRASP3,,
PIK3CG,,
ZBTB14,,
MAPK8IP3,,
IFT43,,
DYNLT1,,
CCDC181,,
APBA3,,
HSCB,,
COX16,,
ZNF768,,
SYNE2,,
SSNA1,,
ZNF586,,
PHC1,,
DDX5,,
KIF11,,
FAM118B,,
SNRNP25,,
STARD7,,
TRAIP,,
SULT1C2,,
SOCS7,,
SERTAD3,,
MELK,,
SSBP1,,
FCER2,,
LINC00926,,
WDR75,,
TXNL4A,,
AP4S1,,
C1orf35,,
RABIF,,
GLMN,,
DSCR8,,
NF2,,
VPS72,,
SDHAF2,,
PSMA6,,
RAB5A,,
ZNF345,,
TMEM161A,,
ARPC3,,
PCIF1,,
ANKRD33B,,
ENTPD4,,
AMDHD2,,
MCRIP2,,
MAGI2,,
NOL9,,
CDC34,,
ZNF252P,,
ATG5,,
RDH11,,
ANKIB1,,
PTER,,
KCNA2,,
MARCHF7,,
LIN37,,
MOB1B,,
FUT11,,
ZNF326,,
ATP5ME,,
PIGK,,
EDN3,,
PAX6,,
MORC3,,
STRN3,,
MRPL4,,
SLC38A6,,
ZFYVE27,,
TOPBP1,,
MSANTD3,,
GPR161,,
PTGES3,,
PRDX4,,
NVL,,
DTYMK,,
PMM2,,
CD79A,,
OSBPL10,,
BRIP1,,
ATP2A1-AS1,,
ARF5,,
ARF1,,
THOC7,,
ZNF358,,
GSTZ1,,
WDR62,,
TYW3,,
TTC21B,,
SEPTIN11,,
ANAPC1,,
ROCK1,,
BBS12,,
IPMK,,
TACR2,,
PYROXD1,,
MAZ,,
HELZ2,,
ZFYVE19,,
PDE6G,,
PIGW,,
FLYWCH1,,
ACBD4,,
COPS3,,
SLC35B3,,
PGGT1B,,
POLD1,,
MYDGF,,
ABCA11P,,
FAM219B,,
DTX2,,
TMEM147-AS1,,
RFC5,,
G6PC3,,
ITPKA,,
ZFYVE28,,
ZNF791,,
RAB5B,,
NT5C2,,
MSH2,,
SSU72,,
IDH3G,,
GGPS1,,
PPP1R13B,,
APBB1IP,,
EMC10,,
TMEM179B,,
MTRES1,,
CDK12,,
CSNK1G2,,
CDS2,,
DGKG,,
CHMP4A,,
RAD17,,
LCORL,,
RAPGEF2,,
CHORDC1,,
KDM3A,,
B4GALT4,,
ZMYM3,,
SEPTIN2,,
LMAN2L,,
PTTG1IP,,
PKM,,
TMEM237,,
THUMPD3-AS1,,
RPS6KA5,,
MAP3K7,,
AKT1S1,,
ZBTB11-AS1,,
DNA2,,
EIF5B,,
CSDE1,,
ST7-AS1,,
FAM50A,,
CTSH,,
DIPK1A,,
PBRM1,,
LINC00426,,
ZC3H12C,,
FARSB,,
PACRGL,,
CAMK1,,
TM9SF1,,
RBM17,,
PRKCSH,,
CIRBP-AS1,,
SCYL3,,
MCTS1,,
MIB1,,
KDM4A,,
CMPK1,,
LUC7L3,,
EDF1,,
KNOP1,,
SCAF8,,
BRPF1,,
RPL23AP82,,
UXT,,
HARBI1,,
PET100,,
CCDC163,,
OMA1,,
SAMD4B,,
TRIM35,,
TXNRD1,,
PLEKHH3,,
PLEKHG4,,
MANBAL,,
FPGS,,
TSEN2,,
HMGN2,,
SEC23A,,
FAM76B,,
CYB561D1,,
GDI1,,
EWSR1,,
MMACHC,,
CDK5RAP1,,
DCAKD,,
ZNF408,,
NDUFA12,,
TUSC2,,
BMPR1B,,
ZNF142,,
PDCD10,,
RAB3C,,
MATR3,,
IRF3,,
RNF126,,
TASP1,,
PLA2G4C,,
TRMT10C,,
MEMO1,,
FNBP4,,
ECI1,,
TBC1D17,,
CNNM2,,
COPE,,
ZNF865,,
PHF23,,
PICALM,,
SNRPD1,,
AZIN2,,
PARVB,,
SUPT7L,,
TELO2,,
ATP5MC3,,
ZER1,,
UVSSA,,
DHPS,,
CST5,,
TONSL,,
DDB1,,
ABHD17C,,
NEK1,,
UQCR10,,
SNAPC2,,
CENPA,,
UGDH,,
MRPL57,,
PLEKHJ1,,
LRRC8E,,
XRCC1,,
ADK,,
NAA80,,
TRIM3,,
AXIN2,,
ANTKMT,,
EIF2AK4,,
RWDD2B,,
CEP76,,
ZNF581,,
CLSPN,,
SPIRE1,,
GSS,,
PTGR2,,
ANKLE2,,
LRRFIP2,,
CDC42EP3,,
ZC3H7B,,
MTMR14,,
CLK2,,
MRPL20-AS1,,
SPIDR,,
PHF12,,
EIF5A,,
RHBDF2,,
PIP4K2A,,
STRA6,,
C1orf43,,
ZNF141,,
METTL18,,
PDZD8,,
KDM2B,,
SFSWAP,,
CTBP1-DT,,
SRSF5,,
TMEM41A,,
ZNF587,,
THOC6,,
GNL2,,
ANGEL1,,
ABHD17A,,
TIPRL,,
TMEM50B,,
MPPE1,,
FBXW9,,
RAVER2,,
CAPNS1,,
ZNF565,,
THNSL1,,
UNC93B1,,
CAPN15,,
ASF1A,,
UBTD1,,
EEF1AKMT2,,
SDF2,,
LRRC23,,
AFF1-AS1,,
RBMX,,
HTRA2,,
CYTL1,,
SPAG7,,
UNC50,,
ATG4C,,
PCNP,,
ARHGAP12,,
PLK1,,
SIRT1,,
MRPL54,,
MEGF8,,
PUM2,,
IDUA,,
STXBP2,,
CCT6B,,
MAFG,,
SUFU,,
DBP,,
SNORD35A,,
TMEM94,,
ZNF579,,
SMIM15,,
NFKBIB,,
CDKN2AIP,,
ZNF496,,
EHBP1,,
AP5S1,,
GALNTL6,,
ANXA5,,
CHCHD4,,
KLHL17,,
CUTC,,
FN1,,
RBM28,,
TSR3,,
LANCL1,,
EXOC6,,
CNOT6L,,
SIKE1,,
CHCHD5,,
NEURL4,,
TPGS1,,
TMEM143,,
NDOR1,,
PHACTR4,,
ZNF181,,
C2orf49,,
MARVELD1,,
SDCBP2-AS1,,
KLHL18,,
MAGEB17,,
ZNF500,,
MARCHF8,,
MRPS2,,
UNG,,
RSPO4,,
RPS28,,
PIGV,,
KDM1A,,
USP47,,
NTMT1,,
BABAM2-AS1,,
ZNF428,,
TTYH3,,
PDE6H,,
HIBCH,,
SLC35G2,,
GLCE,,
SKA1,,
SMIM10L1,,
NFS1,,
GALNT1,,
OXCT1,,
PSMB7,,
SCRN2,,
ADIPOR1,,
RPL26L1,,
MED28,,
SNAP29,,
MYEF2,,
DHRS7B,,
PLXNA1,,
OPA1,,
SLC66A2,,
CYP2U1,,
BBC3,,
PDS5A,,
GPR89A,,
UQCRC1,,
BRK1,,
CHURC1,,
DENND4A,,
ZNG1A,,
BLNK,,
BRCA1,,
CYB5D1,,
SLC27A4,,
INPP5E,,
RAI1,,
ADCY6,,
DHRS13,,
SDF4,,
SLC25A19,,
KATNB1,,
THADA,,
NDUFS5,,
MRPL41,,
SLC33A1,,
ZDHHC23,,
CBLB,,
CUEDC1,,
RAD54B,,
HERC6,,
VPS37C,,
USP37,,
FER,,
METTL3,,
TMBIM6,,
RPL13AP20,,
SCN8A,,
HOXD1,,
ZNF253,,
TXNL1,,
